DEB [20241222-14:45:00.359] thr=1   paramiko.transport: starting thread (client mode): 0x9f915400
DEB [20241222-20:41:56.819] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-20:41:56.819] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-20:41:56.826] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-20:57:04.066] thr=1   paramiko.transport: starting thread (client mode): 0xd4afa550
DEB [20241222-20:57:04.070] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-20:57:04.103] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-20:57:04.103] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-20:57:04.141] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-20:57:04.141] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-20:57:04.141] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-20:57:04.141] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-20:57:04.141] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-20:57:04.141] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-20:57:04.141] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-20:57:04.142] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-20:57:04.142] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-20:57:04.142] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-20:57:04.142] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-20:57:04.142] thr=1   paramiko.transport: kex follows: False
DEB [20241222-20:57:04.142] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-20:57:04.142] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-20:57:04.142] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20241222-20:57:04.142] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-20:57:04.142] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-20:57:04.142] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-20:57:04.143] thr=1   paramiko.transport: Compression: none
DEB [20241222-20:57:04.143] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-20:57:04.143] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-20:57:04.143] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-20:57:04.143] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-20:57:04.143] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-20:57:04.143] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-20:57:04.143] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-20:57:04.466] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-20:57:04.467] thr=1   paramiko.transport: userauth is OK
DEB [20241222-20:57:04.467] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-20:57:04.467] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-20:57:04.467] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-20:57:04.467] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-20:57:04.504] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-20:57:04.505] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-20:57:04.546] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-20:57:04.546] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-20:57:04.546] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-20:57:04.546] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-20:57:04.546] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-21:00:50.618] thr=1   paramiko.transport: starting thread (client mode): 0xf3d2a610
DEB [20241222-21:00:50.619] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-21:00:50.659] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-21:00:50.659] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-21:00:50.693] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-21:00:50.693] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-21:00:50.693] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-21:00:50.693] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: kex follows: False
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: Compression: none
DEB [20241222-21:00:50.698] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-21:00:50.703] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-21:00:50.703] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-21:00:50.703] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-21:00:50.703] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-21:00:50.703] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-21:00:50.703] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-21:00:51.009] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-21:00:51.010] thr=1   paramiko.transport: userauth is OK
DEB [20241222-21:00:51.010] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-21:00:51.010] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-21:00:51.010] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-21:00:51.011] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-21:00:51.040] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-21:00:51.041] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-21:00:51.085] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-21:00:51.086] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-21:00:51.086] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-21:00:51.086] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-21:00:51.093] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-21:02:13.108] thr=1   paramiko.transport: starting thread (client mode): 0x97556290
DEB [20241222-21:02:13.109] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-21:02:13.149] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-21:02:13.149] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-21:02:13.190] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-21:02:13.190] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-21:02:13.190] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-21:02:13.190] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:02:13.190] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:02:13.190] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:02:13.190] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:02:13.190] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-21:02:13.191] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-21:02:13.191] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-21:02:13.191] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-21:02:13.191] thr=1   paramiko.transport: kex follows: False
DEB [20241222-21:02:13.191] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-21:02:13.191] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-21:02:13.191] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20241222-21:02:13.191] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-21:02:13.191] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-21:02:13.191] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-21:02:13.191] thr=1   paramiko.transport: Compression: none
DEB [20241222-21:02:13.191] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-21:02:13.196] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-21:02:13.197] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-21:02:13.197] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-21:02:13.197] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-21:02:13.197] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-21:02:13.198] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-21:02:13.496] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-21:02:13.497] thr=1   paramiko.transport: userauth is OK
DEB [20241222-21:02:13.497] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-21:02:13.497] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-21:02:13.497] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-21:02:13.497] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-21:02:13.519] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-21:02:13.520] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-21:02:13.565] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-21:02:13.565] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-21:02:13.565] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-21:02:13.565] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-21:02:13.573] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-21:03:14.158] thr=1   paramiko.transport: starting thread (client mode): 0x73cf6290
DEB [20241222-21:03:14.159] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-21:03:14.203] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-21:03:14.203] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: kex follows: False
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-21:03:14.244] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
